nameOrig,count_amount,mean_amount,mean_balance_change
C2047521920,1,2930418.44,-2930418.44
C2047670192,1,8097183.22,-8097183.22
C2048358665,1,454483.23,-454483.23
C2048555739,1,10000000.0,-10000000.0
C2048762719,1,621569.61,-621569.61
C2049160226,1,17207.65,-17207.65
C2049488051,1,358529.2,-358529.2
C2049498532,1,3372.0,-3372.0
C2049622163,1,26776.98,-26776.98
C2049716965,1,208630.6,-208630.6
C2050469537,1,458361.83,-458361.83
C2050703310,1,10000000.0,-10000000.0
C2050839128,1,155121.58,-155121.58
C2050862672,1,878034.02,-878034.02
C2052061131,1,3042111.54,-3042111.54
C2052119405,1,41428.9,-41428.9
C2052172437,1,1649818.97,-1649818.97
C205274654,1,258570.41,-258570.41
C2052842135,1,7428844.46,-7428844.46
C2053276181,1,126061.45,-126061.45
C2053342988,1,951451.17,-951451.17
C2053411637,1,1633227.0,-1633227.0
C205447867,1,99793.9,-99793.9
C2054490083,1,513610.51,-513610.51
C2054799485,1,219934.26,-219934.26
C2056953445,1,223730.4,-223730.4
C2057200986,1,7937954.2,-7937954.2
C2057236817,1,279728.8,-279728.8
C2057725638,1,1276300.86,-1276300.86
C2057797075,1,45271.85,-45271.85
C2058115852,1,258103.59,-258103.59
C2058293916,1,23134.17,-23134.17
C2058960648,1,2175288.9,-2175288.9
C2059535727,1,60450.18,-60450.18
C2059773310,1,348983.86,-348983.86
C2059792501,1,1540624.7,-1540624.7
C2059919874,1,1994525.04,-1994525.04
C2059976574,1,107188.41,-107188.41
C2060205709,1,1057053.6,-1057053.6
C2060464348,1,8536151.16,-8536151.16
C2060513697,1,266836.35,-266836.35
C2060560456,1,181104.66,-181104.66
C2060685721,1,1243269.91,-1243269.91
C2060908932,1,0.0,0.0
C2061241585,1,4417191.86,-4417191.86
C2061792169,1,346183.99,-346183.99
C206181066,1,182666.85,-182666.85
C2061910313,1,25761.04,-25761.04
C2062128137,1,473387.81,-473387.81
C2062277295,1,137508.01,-137508.01
C2062360147,1,1158396.74,-1158396.74
C2062481561,1,10000000.0,-10000000.0
C2062946234,1,10000000.0,-10000000.0
C2063172145,1,2274766.1,-2274766.1
C2063271893,1,621080.67,-621080.67
C206355745,1,337810.17,-337810.17
C2064037751,1,21323.28,-21323.28
C2064051443,1,309488.9,-309488.9
C2064336595,1,227624.3,-227624.3
C2064377910,1,312151.06,-312151.06
C2064408554,1,36371.77,-36371.77
C2064498880,1,61487.67,-61487.67
C2064752360,1,158214.43,-158214.43
C2064974440,1,10000000.0,-10000000.0
C2065498878,1,10000000.0,-10000000.0
C206561987,1,1143937.73,-1143937.73
C2065762826,1,458845.55,-458845.55
C2065836466,1,80885.48,-80885.48
C2066174694,1,173020.24,-173020.24
C2066901889,1,65365.11,-65365.11
C2067653411,1,46190.9,-46190.9
C2068007279,1,10000000.0,-10000000.0
C2068656014,1,7677120.59,-7677120.59
C2068722215,1,151105.97,-151105.97
C2068796286,1,2131624.18,-2131624.18
C2068848263,1,342675.47,-342675.47
C2069569209,1,69077.14,-69077.14
C2069798530,1,154052.34,-154052.34
C2070012456,1,42418.85,-42418.85
C2070647495,1,10000000.0,-10000000.0
C2071075791,1,177925.98,-177925.98
C2071106864,1,3641525.7,-3641525.7
C2071113920,1,414394.38,-414394.38
C2071265703,1,866712.19,-866712.19
C2071282373,1,10000000.0,-10000000.0
C2071408487,1,7927.06,-7927.06
C2071540456,1,7418265.31,-7418265.31
C2071602509,1,10000000.0,-10000000.0
C2071698582,1,622235.32,-622235.32
C2071768911,1,634046.89,-634046.89
C2072045528,1,149656.36,-149656.36
C2072241236,1,1494432.21,-1494432.21
C2072377567,1,8488865.83,-8488865.83
C2072430566,1,8116.53,-8116.53
C2072964053,1,1068952.42,-1068952.42
C2072968042,1,20296.68,-20296.68
C207317063,1,722380.88,-722380.88
C2073636475,1,740124.95,-740124.95
C2073757635,1,31074.0,-31074.0
C2073914981,1,106642.43,-106642.43
C2074382913,1,10000000.0,-10000000.0
C2074526030,1,4481768.26,-4481768.26
C2075115765,1,2859010.61,-2859010.61
C2075375102,1,69077.14,-69077.14
C2075459960,1,447474.67,-447474.67
C2075471030,1,1589763.63,-1589763.63
C2075568104,1,353094.9,-353094.9
C2075685093,1,879136.17,-879136.17
C2076387037,1,286835.21,-286835.21
C2076485043,1,91882.6,-91882.6
C2076837098,1,452294.74,-452294.74
C2076884011,1,290090.57,-290090.57
C2076996831,1,760984.58,-760984.58
C2077002700,1,176626.77,-176626.77
C2077011049,1,873322.61,-873322.61
C2077349691,1,456360.87,-456360.87
C207792334,1,157610.11,-157610.11
C2078436803,1,6545346.16,-6545346.16
C2078657417,1,35759.12,-35759.12
C2078704475,1,3595911.39,-3595911.39
C2078773097,1,9725837.08,-9725837.08
C2079148298,1,2728625.68,-2728625.68
C2079232448,1,12461.0,-12461.0
C2079730259,1,8317724.27,-8317724.27
C2080146129,1,16614.82,-16614.82
C2080183074,1,3640983.71,-3640983.71
C2080356866,1,357226.8,-357226.8
C2080405171,1,351912.04,-351912.04
C2080432617,1,246250.77,-246250.77
C2080670113,1,3244067.13,-3244067.13
C2080701542,1,1027963.96,-1027963.96
C2080854887,1,57204.07,-57204.07
C2080970760,1,121543.83,-121543.83
C2081788795,1,2927005.15,-2927005.15
C2081851883,1,3379009.86,-3379009.86
C2081855471,1,461369.99,-461369.99
C2081856005,1,1869237.83,-1869237.83
C208199068,1,26481.25,-26481.25
C2081998466,1,130278.99,-130278.99
C2082041963,1,737285.03,-737285.03
C2082156144,1,353785.26,-353785.26
C2082183207,1,31334.57,-31334.57
C2082620262,1,677563.22,-677563.22
C2082930314,1,1226390.31,-1226390.31
C2083698154,1,1033878.67,-1033878.67
C2083819202,1,6501303.14,-6501303.14
C2084058641,1,401575.19,-401575.19
C2084166173,1,8317724.27,-8317724.27
C2084263514,1,1777758.65,-1777758.65
C2084273569,1,2654302.46,-2654302.46
C2084614974,1,320977.49,-320977.49
C208481356,1,142336.65,-142336.65
C208491415,1,306419.73,-306419.73
C208504686,1,1167816.02,-1167816.02
C208508333,1,1457085.28,-1457085.28
C2085303535,1,10000000.0,-10000000.0
C2085532500,1,173782.59,-173782.59
C2085819511,1,106584.32,-106584.32
C2086071347,1,172362.84,-172362.84
C2086074232,1,161804.68,-161804.68
C2086087020,1,1032168.79,-1032168.79
C2086367958,1,4257337.62,-4257337.62
C2086578644,1,44577.32,-44577.32
C2086760344,1,105903.18,-105903.18
C2086908548,1,21832.43,-21832.43
C2086963395,1,822361.52,-822361.52
C2087122635,1,4815187.09,-4815187.09
C2087654131,1,10000000.0,-10000000.0
C2088071095,1,158279.4,-158279.4
C2088151490,1,0.0,0.0
C2088472224,1,2913787.08,-2913787.08
C2088582248,1,448004.86,-448004.86
C208900966,1,114864.37,-114864.37
C2089040405,1,301193.32,-301193.32
C2089576427,1,27286.66,-27286.66
C2089741901,1,4631432.03,-4631432.03
C2089752665,1,1819543.69,-1819543.69
C2089796608,1,5777706.65,-5777706.65
C2090299993,1,2406332.79,-2406332.79
C2090380520,1,5863.97,-5863.97
C2090432901,1,72389.42,-72389.42
C209058213,1,75113.49,-75113.49
C2090764492,1,1946.74,-1946.74
C2091244147,1,2308798.26,-2308798.26
C2091263161,1,1627389.26,-1627389.26
C2091267163,1,3567795.25,-3567795.25
C2091624408,1,985127.95,-985127.95
C2091895045,1,705647.68,-705647.68
C2091936123,1,142791.28,-142791.28
C2092303293,1,818639.22,-818639.22
C2092626574,1,640648.06,-640648.06
C2093073106,1,1284959.39,-1284959.39
C2093347986,1,166891.51,-166891.51
C2093423573,1,338083.76,-338083.76
C20934995,1,113309.55,-113309.55
C2093534108,1,462452.87,-462452.87
C2094444528,1,1016081.0,-1016081.0
C2094498681,1,4128853.75,-4128853.75
C2094567574,1,955505.54,-955505.54
C2094963184,1,5689516.13,-5689516.13
C2094995286,1,680224.41,-680224.41
C2095225701,1,2031464.82,-2031464.82
C2095247665,1,103053.5,-103053.5
C2095328996,1,1688761.08,-1688761.08
C2096285497,1,1262207.3,-1262207.3
C2096636104,1,248409.56,-248409.56
C2096913355,1,1043934.97,-1043934.97
C2096987876,1,160186.79,-160186.79
C2097433911,1,237943.62,-237943.62
C2098207513,1,2329379.8,-2329379.8
C209849944,1,40413.81,-40413.81
C2098633557,1,188097.08,-188097.08
C2098656408,1,237567.35,-237567.35
C2098770464,1,231161.48,-231161.48
C2099141021,1,10000000.0,-9999999.999999998
C2099173172,1,10000000.0,-10000000.0
C209928657,1,30245.46,-30245.46
C2099623572,1,329728.11,-329728.11
C2099684775,1,627088.33,-627088.33
C2099780546,1,20842.92,-20842.92
C2100014537,1,2694857.26,-2694857.26
C2100152368,1,614145.31,-614145.31
C2100222508,1,26478.48,-26478.48
C2100813963,1,217666.25,-217666.25
C2101131639,1,9265.43,-9265.43
C2101272000,1,23413.67,-23413.67
C2101527076,1,2806.0,-2806.0
C2101686389,1,262434.54,-262434.54
C210168934,1,10000000.0,-10000000.0
C2102265902,1,181728.11,0.0
C2102374682,1,1050635.77,-1050635.77
C2102651625,1,638487.85,-638487.85
C2103073329,1,425861.93,-425861.93
C2103234501,1,10000000.0,-10000000.0
C2103265286,1,6783.47,-6783.47
C2103928178,1,81244.31,-81244.31
C2104655508,1,9168747.51,-9168747.51
C2104908972,1,71216.62,-71216.62
C2104935185,1,146908.38,-146908.38
C2105090352,1,3017156.01,-3017156.01
C2105445146,1,732198.35,-732198.35
C2105673103,1,266766.78,-266766.78
C2106211047,1,8104557.88,-8104557.88
C2106574163,1,598426.68,-598426.68
C2106880723,1,368951.94,-368951.94
C2107000276,1,3028421.03,-3028421.03
C2107705166,1,75708.87,-75708.87
C2108914826,1,773926.81,-773926.81
C2109337236,1,10358.27,-10358.27
C2109457516,1,967954.01,-967954.01
C2109752289,1,3846781.01,-3846781.01
C2109818783,1,865948.49,-865948.49
C2110278215,1,1242226.78,-1242226.78
C2110305720,1,3019699.77,-3019699.77
C2110396645,1,322329.78,-322329.78
C211065329,1,7435751.59,-7435751.59
C2110692683,1,3080973.39,-3080973.39
C2110710924,1,939518.05,-939518.05
C2110950360,1,17733.57,-17733.57
C2111007650,1,7114590.07,-7114590.07
C2111179588,1,162192.78,-162192.78
C211205523,1,2393539.65,-2393539.65
C2112073607,1,1462355.44,-1462355.44
C2112892697,1,403975.39,-403975.39
C2113148842,1,6204.71,-6204.71
C2113506271,1,700523.69,-700523.69
C2113537795,1,7618.49,-7618.49
C2113748548,1,366896.03,-366896.03
C2113787126,1,37720.99,-37720.99
C2113853115,1,597411.76,-597411.76
C2113990819,1,1270565.77,-1270565.77
C211401092,1,296977.69,-296977.69
C2114453314,1,2326251.51,-2326251.51
C2114498040,1,20364.0,-20364.0
C211453570,1,1129884.18,-1129884.18
C2114580288,1,30171.95,-30171.95
C2114695453,1,1112204.51,-1112204.51
C2115055382,1,2391612.36,-2391612.36
C2115080301,1,3020974.53,-3020974.53
C2115222227,1,1715635.41,-1715635.41
C2115449921,1,3302492.95,-3302492.95
C2115602581,1,1416055.74,-1416055.74
C2116041382,1,283400.42,-283400.42
C2116089782,1,668595.91,-668595.91
C211624085,1,10000000.0,-10000000.0
C2116343175,1,615398.61,-615398.61
C2116603253,1,86258.11,-86258.11
C2116720360,1,183385.35,-183385.35
C211699118,1,1547877.98,-1547877.98
C2117251684,1,1131750.38,-1131750.38
C2117512947,1,1290193.08,-1290193.08
C2117568077,1,488243.65,-488243.65
C2117610925,1,31358.72,-31358.72
C2117660675,1,185238.61,-185238.61
C2118037553,1,2155569.91,-2155569.91
C2118127422,1,73328.47,-73328.47
C2118315952,1,417217.89,-417217.89
C2118754392,1,105733.45,-105733.45
C2119382172,1,27286.66,-27286.66
C2119805225,1,9065.44,-9065.44
C2120061745,1,1231309.64,-1231309.64
C2120513600,1,457789.14,-457789.14
C212063008,1,135428.39,-135428.39
C2120940829,1,57734.59,-57734.59
C2121092345,1,2934820.94,-2934820.94
C2122166618,1,255557.12,-255557.12
C2122237253,1,120843.94,-120843.94
C2122561509,1,64181.21,-64181.21
C2122707559,1,1634184.04,-1634184.04
C2122806908,1,2926854.05,-2926854.05
C2122951913,1,21531.0,-21531.0
C2123396844,1,1994285.14,-1994285.14
C212390173,1,273821.76,-273821.76
C2124143230,1,122639.34,-122639.34
C2124387698,1,5131896.17,-5131896.17
C2124823897,1,803038.11,-803038.11
C2125867805,1,489033.93,-489033.93
C2126162917,1,30820.17,-30820.17
C2126327419,1,493.28,-493.28
C2126395117,1,256556.98,-256556.98
C2126511572,1,247455.25,-247455.25
C2126545173,1,22877.0,-22877.0
C2128296951,1,142715.07,-142715.07
C2128461532,1,6575903.12,-6575903.12
C2128547053,1,89014.32,-89014.32
C2129111288,1,10000000.0,-10000000.0
C2129553279,1,745156.83,-745156.83
C2129660302,1,405400.26,-405400.26
C2129900930,1,1399637.19,-1399637.19
C2129914105,1,43928.31,-43928.31
C213016310,1,61756.82,-61756.82
C2130173515,1,19226.25,-19226.25
C213063852,1,10119.47,-10119.47
C213083209,1,271150.29,-271150.29
C2131112952,1,73561.74,-73561.74
C2131356877,1,2305939.38,-2305939.38
C213157987,1,619502.08,-619502.08
C2131970934,1,773696.12,-773696.12
C2132033219,1,88424.06,-88424.06
C2132462996,1,353094.9,-353094.9
C2132571279,1,116974.87,-116974.87
C2133141202,1,75734.99,-75734.99
C2133585452,1,62318.91,-62318.91
C2133606495,1,1244037.74,-1244037.74
C2133707942,1,661558.27,-661558.27
C2133722439,1,276042.59,-276042.59
C2134024588,1,32521.24,-32521.24
C2134322170,1,312955.14,-312955.14
C2134600514,1,297465.74,-297465.74
C2134607507,1,372344.58,-372344.58
C2134635077,1,5999376.79,-5999376.79
C2134666226,1,5049594.33,-5049594.33
C2134692608,1,5101855.95,-5101855.95
C2135061184,1,1162155.11,-1162155.11
C2135188443,1,334790.89,-334790.89
C2135299801,1,1442075.9,-1442075.9
C213567087,1,187761.76,-187761.76
C2135939957,1,1820864.64,-1820864.64
C2136238029,1,249749.05,-249749.05
C2136325294,1,1710180.37,-1710180.37
C2136408151,1,935790.41,-935790.41
C2136497575,1,1049586.54,-1049586.54
C2136556787,1,221077.97,-221077.97
C213706912,1,1319703.76,-1319703.76
C213707796,1,671516.68,-671516.68
C2137896854,1,498183.25,-498183.25
C213790449,1,268762.37,-268762.37
C2137951962,1,1675153.28,-1675153.28
C2138181348,1,244814.12,-244814.12
C2138181723,1,142336.65,-142336.65
C2138261012,1,3582885.46,-3582885.46
C213845553,1,57588.67,-57588.67
C2138906763,1,1589763.63,-1589763.63
C213896152,1,212028.15,-212028.15
C2139042212,1,49965.92,-49965.92
C213913405,1,1018645.2,-1018645.2
C2139196557,1,350233.08,-350233.08
C2139323336,1,281743.12,-281743.12
C2139567516,1,2329379.8,-2329379.8
C2139851324,1,727792.98,-727792.98
C2140038573,1,10000000.0,0.0
C2140495649,1,214793.32,-214793.32
C2140627643,1,739856.92,-739856.92
C2140905252,1,2701905.3,-2701905.3
C2141057802,1,461509.86,-461509.86
C2141175664,1,4529.65,-4529.65
C2141349568,1,590229.26,-590229.26
C2141452552,1,59263.88,-59263.88
C2141717111,1,272637.22,-272637.22
C2141912199,1,2693520.61,-2693520.61
C2141919864,1,3845765.36,-3845765.36
C2141973134,1,198043.93,-198043.93
C2142112051,1,1240717.75,-1240717.75
C2142345212,1,692895.24,-692895.24
C2142422300,1,1463764.35,-1463764.35
C2142600203,1,1600721.32,-1600721.32
C2143112877,1,123194.95,-79466.45
C2143419144,1,9301213.46,-9301213.46
C2144116571,1,277582.53,-277582.53
C2144262905,1,4640633.37,-4640633.37
C2144474125,1,3947541.37,-3947541.37
C2144754403,1,33964.87,-33964.87
C2144761776,1,90026.9,-90026.9
C2146001467,1,346183.99,-346183.99
C2146217272,1,1201681.76,-1201681.76
C2146300085,1,225324.05,-225324.05
C2146618198,1,7196174.56,-7196174.56
C2147008654,1,7809301.98,-7809301.98
C215072412,1,175328.85,-175328.85
C215087680,1,161147.38,-161147.38
C215109738,1,39342.59,-39342.59
C215685392,1,109028.8,-109028.8
C216292279,1,71329.73,-71329.73
C21638411,1,4241.44,-4241.44
C216622685,1,107320.81,-107320.81
C216625470,1,61178.51,-61178.51
C217654973,1,10000000.0,-9999999.999999998
C21772807,1,929787.24,-929787.24
C218959911,1,140807.76,-140807.76
C219294261,1,7703574.71,-7703574.71
C219417445,1,844213.81,-844213.81
C219912505,1,153870.09,-153870.09
C219928629,1,214760.72,-214760.72
C219983545,1,106681.18,-106681.18
C220059815,1,249984.75,-249984.75
C220187177,1,4525901.25,-4525901.25
C220460934,1,385207.12,-385207.12
C220508726,1,1123639.01,-1123639.01
C22070941,1,1215297.01,-1215297.01
C220809630,1,10000000.0,-10000000.0
C220852922,1,2135320.18,-2135320.18
C220889804,1,147649.37,-147649.37
C220889953,1,101013.32,-101013.32
C221305576,1,141837.8,-141837.8
C222155538,1,4448598.93,-4448598.93
C222430461,1,1946.74,-1946.74
C223934806,1,33613.11,-33613.11
C224350249,1,711932.67,-711932.67
C22483962,1,6204.71,-6204.71
C225560210,1,2479940.21,-2479940.21
C22557199,1,31358.72,-31358.72
C225711699,1,76200.04,-76200.04
C225886337,1,103368.58,-103368.58
C22591109,1,1254775.16,-1254775.16
C226017456,1,48516.87,-48516.87
C226207762,1,5131896.17,-5131896.17
C226697568,1,113338.99,-113338.99
C226825556,1,705529.08,-705529.08
C22695246,1,7365106.76,-7365106.76
C227115333,1,149668.66,0.0
C227175045,1,355969.72,-355969.72
C227395466,1,2230432.56,-2230432.56
C227497385,1,1589614.75,-1589614.75
C227922005,1,24279.32,-24279.32
C228196194,1,816452.19,-816452.19
C229313332,1,10000000.0,-10000000.0
C22941522,1,2876010.51,-2876010.51
C229433868,1,1783144.33,-1783144.33
C229722378,1,275082.0,-275082.0
C229723473,1,441892.92,-441892.92
C229756338,1,5818863.13,-5818863.13
C229919589,1,537539.97,-537539.97
C230128781,1,305710.24,-305710.24
C230197841,1,1232697.94,-1232697.94
C23027348,1,10000000.0,-10000000.0
C230612443,1,1764326.19,-1764326.19
C230861644,1,252417.45,-252417.45
C23091724,1,475693.24,-475693.24
C231322789,1,1152538.9,-1152538.9
C231514009,1,843174.04,-843174.04
C231882139,1,102750.55,-102750.55
C23198921,1,10000000.0,-10000000.0
C233651792,1,2908264.69,-2908264.69
C233751269,1,7703574.71,-7703574.71
C234957990,1,2607790.58,-2607790.58
C235649723,1,1289142.33,-1289142.33
C236258946,1,164213.17,-164213.17
C236282948,1,29280.46,-29280.46
C236547965,1,479926.98,-479926.98
C236875489,1,65488.05,-65488.05
C23700491,1,358159.13,-358159.13
C237051726,1,326884.31,-326884.31
C237098657,1,120406.39,-120406.39
C237626007,1,1504.73,-1504.73
C23801397,1,315712.36,-315712.36
C238168336,1,347893.16,-347893.16
C238307313,1,221936.6,-221936.6
C238489119,1,276298.49,-276298.49
C238556595,1,119443.3,-119443.3
C238846590,1,143332.0,-143332.0
C238987266,1,4841332.26,-4841332.26
C239028627,1,3105902.49,-3105902.49
C239145615,1,414153.16,-414153.16
C239155420,1,171337.99,-171337.99
C239172527,1,1153200.73,-1153200.73
C23978336,1,144731.73,-144731.73
C239857977,1,10000000.0,-10000000.0
C240039250,1,305846.12,-305846.12
C240430551,1,1005365.24,-1005365.24
C240557778,1,5926745.36,-5926745.36
C241686740,1,501425.84,-501425.84
C242919633,1,175267.61,-175267.61
C243052380,1,2263927.04,-2263927.04
C24326875,1,459.38,-459.38
C243815682,1,14992.14,-14992.14
C243815922,1,273408.94,-273408.94
C244092764,1,67921.66,-67921.66
C244418902,1,861406.83,-861406.83
C244956323,1,4243468.19,-4243468.19
C244991293,1,128417.96,-128417.96
C245911074,1,186567.41,-186567.41
C245964929,1,2248584.96,-2248584.96
C246205789,1,172344.3,-172344.3
C246515037,1,349627.64,-349627.64
C246726057,1,10000000.0,-10000000.0
C246939575,1,134861.82,-134861.82
C247084608,1,704328.29,-704328.29
C247316356,1,790332.43,-790332.43
C247557474,1,120582.86,-120582.86
C24775045,1,10000000.0,-9999999.999999998
C248036406,1,2040209.74,-2040209.74
C248073362,1,1962548.46,-1962548.46
C248395903,1,1220.8,-1220.8
C248536577,1,430207.22,-430207.22
C248568064,1,1049232.11,-1049232.11
C24910757,1,411566.7,-411566.7
C249207419,1,196385.55,-196385.55
C249982146,1,147080.42,-147080.42
C250061568,1,5464727.14,-5464727.14
C250375030,1,1254775.16,-1254775.16
C250418765,1,120232.13,-120232.13
C250439080,1,12477.96,-12477.96
C250523545,1,571163.03,-571163.03
C25081130,1,107773.49,-107773.49
C251649722,1,20278.62,-20278.62
C25184874,1,414973.48,-414973.48
C252215515,1,3263443.15,-3263443.15
C253446049,1,5032484.73,-5032484.73
C253741905,1,588173.24,-588173.24
C253761308,1,5052211.09,-5052211.09
C254541375,1,1138384.29,-1138384.29
C254697935,1,159232.01,-159232.01
C254731202,1,404165.06,-404165.06
C25477587,1,2205.55,-2205.55
C255226263,1,177022.52,-177022.52
C255263291,1,2100951.58,-2100951.58
C255761581,1,303432.45,-303432.45
C25649787,1,879321.88,-879321.88
C256552805,1,447009.83,-447009.83
C256643277,1,1819405.69,-1819405.69
C256835090,1,10000000.0,-10000000.0
C257009232,1,73051.02,-73051.02
C257290900,1,1195842.37,-1195842.37
C257797783,1,2988103.3,-2988103.3
C257814888,1,1160652.82,-1160652.82
C258022206,1,473086.28,-473086.28
C258213312,1,605108.36,-605108.36
C258594657,1,312971.23,-312971.23
C25889412,1,10000000.0,-10000000.0
C259198981,1,103949.5,-103949.5
C259533000,1,44577.32,-44577.32
C260298539,1,50279.4,-50279.4
C260366436,1,229909.57,0.0
C260657856,1,10000000.0,-10000000.0
C260785530,1,112656.24,-112656.24
C260837580,1,140807.76,-140807.76
C261172273,1,4262592.28,-4262592.28
C261371522,1,957432.32,-957432.32
C261442623,1,452804.42,-452804.42
C261473899,1,742973.53,-742973.53
C261904702,1,105861.07,-105861.07
C262165422,1,40458.0,-40458.0
C262166214,1,1263340.66,-1263340.66
C26257867,1,757401.17,-757401.17
C262672510,1,1185157.78,-1185157.78
C262815390,1,7476725.66,-7476725.66
C262990065,1,2960254.17,-2960254.17
C263177591,1,161939.36,-161939.36
C263250153,1,28636.24,-28636.24
C263309564,1,42513.08,-42513.08
C263849171,1,232315.43,-232315.43
C264616990,1,345526.4,-345526.4
C264646287,1,776303.43,-776303.43
C264677298,1,208253.11,-208253.11
C265189494,1,343972.5,-343972.5
C265373063,1,3302492.95,-3302492.95
C265790428,1,222048.71,0.0
C265913219,1,202263.03,-202263.03
C266009460,1,749316.7,-749316.7
C266064444,1,414794.23,-414794.23
C267452646,1,192765.49,-192765.49
C267476912,1,49434.25,-49434.25
C267854618,1,50845.13,-50845.13
C268542581,1,195351.76,-195351.76
C268648521,1,574072.72,-574072.72
C268984152,1,10211.81,-10211.81
C269586654,1,18887.22,-18887.22
C269855064,1,16619.95,-16619.95
C269908889,1,311832.17,-311832.17
C270115029,1,215.83,-215.83
C270286609,1,278577.6,-278577.6
C270438906,1,17822.02,-17822.02
C270550084,1,53325.6,-53325.6
C270791126,1,6351930.74,-6351930.74
C271621902,1,3019699.77,-3019699.77
C272031055,1,54892.98,-54892.98
C27246630,1,1309940.05,-1309940.05
C272466753,1,79581.24,-79581.24
C27253971,1,145482.09,-145482.09
C272763259,1,639680.32,-639680.32
C272782184,1,1265379.37,-1265379.37
C272892142,1,1246169.57,-1246169.57
C273035023,1,182927.08,-182927.08
C273275190,1,375419.35,-375419.35
C273631269,1,960306.85,-960306.85
C273979298,1,10000000.0,-10000000.0
C274359236,1,1215297.01,-1215297.01
C274955922,1,617882.66,-617882.66
C275034566,1,353313.55,-353313.55
C275137828,1,1240717.75,-1240717.75
C275419621,1,667257.72,-667257.72
C276220199,1,6721321.33,-6721321.33
C276282396,1,13128.49,-13128.49
C276347571,1,10000000.0,-10000000.0
C276457586,1,93253.25,-93253.25
C276602564,1,290211.26,-290211.26
C276670943,1,2095699.93,-2095699.93
C276718485,1,1754597.44,-1754597.44
C276886611,1,47984.43,-47984.43
C277096632,1,1487505.07,-1487505.07
C277332716,1,67653.75,-67653.75
C277466735,1,2291498.65,-2291498.65
C27748996,1,1889351.63,-1889351.63
C27765734,1,3071270.72,-3071270.72
C277947802,1,66516.2,-66516.2
C278180302,1,158299.34,-158299.34
C278258075,1,1005346.72,-1005346.72
C278286115,1,713404.6,-713404.6
C278631744,1,1663895.14,-1663895.14
C278640000,1,246280.14,-246280.14
C278936084,1,1158070.88,-1158070.88
C278939913,1,344886.44,-344886.44
C279016627,1,1693962.01,-1693962.01
C279104930,1,174683.34,-174683.34
C279192006,1,501496.31,-501496.31
C279538198,1,972920.87,-972920.87
C27960358,1,121142.75,-121142.75
C279799028,1,602807.17,-602807.17
C280132554,1,3904257.51,-3904257.51
C280136890,1,155761.29,-155761.29
C280460099,1,269722.42,-269722.42
C28062325,1,321307.31,-321307.31
C281192595,1,37065.55,-37065.55
C281479258,1,982414.06,-982414.06
C281624402,1,417620.07,-417620.07
C281744778,1,2598276.05,-2598276.05
C281912643,1,307739.18,-307739.18
C281930322,1,36267.62,-36267.62
C282585664,1,38580.45,-38580.45
C282621115,1,178569.48,-178569.48
C282770927,1,49076.27,-49076.27
C282822245,1,8383.17,-8383.17
C282915164,1,1036789.41,-1036789.41
C283039284,1,1049232.11,-1049232.11
C283218785,1,143592.89,-143592.89
C284996828,1,102009.37,-102009.37
C285314242,1,1499869.54,-1499869.54
C286057800,1,2654302.46,-2654302.46
C286239409,1,213983.59,-213983.59
C286391269,1,2222008.27,-2222008.27
C286492839,1,77710.4,-77710.4
C286737908,1,22048.19,-22048.19
C286962871,1,1976666.45,-1976666.45
C287098370,1,24412.07,-24412.07
C287179256,1,310712.71,-310712.71
C287247787,1,1536733.52,-1536733.52
C287337523,1,2895954.99,-2895954.99
C287402036,1,102464.68,-102464.68
C287805617,1,619824.64,-619824.64
C288028999,1,8677.0,-8677.0
C288197113,1,3425386.69,-3425386.69
C288327856,1,54583.71,-54583.71
C288815046,1,1305754.09,-1305754.09
C288917283,1,621569.61,-621569.61
C288991663,1,1340263.67,-1340263.67
C289101217,1,446032.95,-446032.95
C289350716,1,56231.05,-56231.05
C289651123,1,96989.06,-96989.06
C289774611,1,101081.12,-101081.12
C289965777,1,63009.43,-63009.43
C291081099,1,1309940.05,-1309940.05
C29118015,1,10000000.0,-10000000.0
C29153340,1,215013.3,-215013.3
C29170093,1,1318024.48,-1318024.48
C291762198,1,994676.91,-994676.91
C291823113,1,10000000.0,-10000000.0
C292281038,1,70125.14,-70125.14
C292642955,1,10000000.0,-10000000.000000002
C292943018,1,334790.89,-334790.89
C293694231,1,916886.3,-916886.3
C293823168,1,253261.36,-253261.36
C293831245,1,124465.49,-124465.49
C293955297,1,554522.67,-554522.67
C294300042,1,168622.3,-168622.3
C294569503,1,3309631.1,-3309631.1
C295421144,1,459.38,-459.38
C295695808,1,7041719.54,-7041719.54
C295983306,1,101515.68,-101515.68
C296594494,1,668273.94,-668273.94
C296753895,1,1290224.84,-1290224.84
C296795076,1,309488.9,-309488.9
C297158532,1,2425164.58,-2425164.58
C298176113,1,210525.95,-210525.95
C298387535,1,10000000.0,-10000000.0
C299814057,1,147171.3,-147171.3
C299933576,1,11308.0,-11308.0
C300034494,1,592737.43,-592737.43
C300052859,1,315712.36,-315712.36
C300744654,1,767755.17,-767755.17
C300902846,1,655294.3,-655294.3
C30165590,1,2056779.24,-2056779.24
C301833514,1,69912.57,-69912.57
C303008218,1,2079746.13,-2079746.13
C303116308,1,6370726.84,-6370726.84
C303493343,1,1290224.84,-1290224.84
C304225681,1,36300.25,-36300.25
C304547800,1,214975.9,-214975.9
C304885039,1,767755.17,-767755.17
